CLUES,VBC01 RECIEN NACIDO PRIMERAS 24 HORAS,VBC02 RECIEN NACIDO DE 2 A 28 DÍAS,VBC03 5 A 13 AÑOS,VBC51 MIGRANTE. RECIEN NACIDO PRIMERAS 24 HORAS,VBC52 MIGRANTE. RECIEN NACIDO DE 2 A 28 DÍAS,VBC53 MIGRANTE. 29 DÍAS A 11 MESES,VBC54 MIGRANTE. 1 A 4 AÑOS,VBC55 MIGRANTE. 5 A 13 AÑOS
HGIMB002403,11,635,6,0,0,0,0,0
